"Date","GOOG","MSFT","MRK","IDU"
2021-05-27,120.1255,249.31,73.2683,80.25
2021-05-26,121.6765,251.49,74.5325,80.72
2021-05-25,120.4535,251.72,74.7931,80.7
2021-05-24,120.3335,250.78,76.2696,81.75
2021-05-21,117.255,245.17,76.4144,81.82
2021-05-20,117.8045,246.48,76.8776,81.45
2021-05-19,115.4355,243.12,76.5881,80.8
2021-05-18,115.1715,243.08,76.6074,80.98
2021-05-17,116.0705,245.18,77.0803,81.01
2021-05-14,115.808,248.15,75.5555,81.71
2021-05-13,113.0985,243.03,75.9415,81.34
2021-05-12,111.954,239,75.2756,79.8
2021-05-11,115.438,246.23,74.7545,81.69
2021-05-10,117.083,247.18,75.4397,82.67
2021-05-07,119.9345,252.46,75.6713,81.89
2021-05-06,119.0675,249.73,75.0633,81.56
2021-05-05,117.837,246.47,74.9861,80.95
2021-05-04,117.7125,247.79,73.3358,82.32
2021-05-03,119.7585,251.86,73.3262,82.66
2021-04-30,120.506,252.18,71.8978,82.66
2021-04-29,121.4945,252.51,71.1065,81.95
2021-04-28,118.9955,254.56,74.3974,81.21
2021-04-27,115.356,261.97,74.658,81.34
2021-04-26,116.337,261.55,74.822,82.02
2021-04-23,115.765,261.15,75.1598,82.43
2021-04-22,113.396,257.17,75.237,82.65
2021-04-21,114.6645,260.58,76.4626,83.22
2021-04-20,114.6815,258.26,75.8257,83.84
2021-04-19,115.12,258.74,74.9475,82.84
2021-04-16,114.888,260.74,74.7641,83.355
2021-04-15,114.833,259.5,73.9824,82.7
2021-04-14,112.742,255.59,73.7315,81.78
2021-04-13,113.3635,258.49,73.7604,81.43
2021-04-12,112.7395,255.91,73.5578,80.52
2021-04-09,114.294,255.85,73.6446,80.41
2021-04-08,113.272,253.25,72.8533,80.45
2021-04-07,112.484,249.9,73.4613,80.52
2021-04-06,111.2375,247.86,73.1428,80.63
2021-04-05,111.2775,249.07,74.3105,80.34
2021-04-01,106.8875,242.35,74.3974,79.46
2021-03-31,103.4315,235.77,74.3974,79.56
2021-03-30,102.777,231.85,74.2719,78.98
2021-03-29,102.7975,235.24,75.5651,79.63
2021-03-26,101.7775,236.48,74.6869,78.93
2021-03-25,102.218,232.34,73.413,78.69
2021-03-24,102.253,235.46,73.5771,78.33
2021-03-23,102.648,237.58,73.606,78.14
2021-03-22,101.9295,235.99,74.8027,77.16
2021-03-19,102.16,230.35,74.8027,77.27
2021-03-18,101.811,230.72,74.5711,77.15
2021-03-17,104.554,237.04,74.6001,77.51
2021-03-16,104.626,237.71,74.1272,78.72
2021-03-15,103.3245,234.81,73.5674,78.71
2021-03-12,103.096,235.75,71.9944,77.58
2021-03-11,105.7385,237.13,72.0233,76.5
2021-03-10,102.7515,232.42,72.1488,76.84
2021-03-09,102.635,233.78,71.5504,76.25
2021-03-08,101.2085,227.39,71.5794,75.34
2021-03-05,105.427,231.6,70.5757,74.31
2021-03-04,102.4545,226.73,69.6492,73
2021-03-03,101.3355,227.56,70.7398,72.99
2021-03-02,103.792,233.87,70.3055,73.69
2021-03-01,104.0755,236.94,69.8519,74.01
2021-02-26,101.843,232.38,70.0835,72.46
2021-02-25,101.568,228.99,72.0137,74.01
2021-02-24,104.7585,234.55,71.9654,74.75
2021-02-23,103.543,233.27,71.9365,75.46
2021-02-22,103.244,234.51,72.3128,74.9
2021-02-19,105.057,240.97,71.7145,76.33
2021-02-18,105.86,243.79,72.7761,77.37
2021-02-17,106.4155,244.2,72.9015,76.94
2021-02-16,106.095,243.7,71.6566,76.88
2021-02-12,105.2055,244.99,72.3804,77.57
2021-02-11,104.7945,244.49,72.1295,78.13
2021-02-10,104.769,242.82,72.2742,78.58
2021-02-09,104.1755,243.77,72.419,78.24
2021-02-08,104.6455,242.47,72.419,78.04
2021-02-05,104.9,242.2,73.1524,78.63
2021-02-04,103.1185,242.01,73.3744,78.19
2021-02-03,103.5035,243,74.6194,77.65
2021-02-02,96.3755,239.51,75.0536,77.85
2021-02-01,95.0675,239.65,74.658,77.23
2021-01-29,91.787,231.96,74.3781,76.79
2021-01-28,93.1555,238.93,75.1984,77.15
2021-01-27,91.5395,232.9,74.3781,76.39
2021-01-26,95.862,232.33,77.447,78.27
2021-01-25,94.97,229.53,78.3156,79.06
2021-01-22,95.0525,225.95,78.1515,77.74
2021-01-21,94.5625,224.97,78.3445,77.66
2021-01-20,94.345,224.34,79.5798,78.17
2021-01-19,89.543,216.44,80.2843,77.69
2021-01-15,86.8095,212.65,80.4677,78.06
2021-01-14,87.009,213.02,79.2999,77.26
2021-01-13,87.72,216.34,79.464,77.58
2021-01-12,87.3275,214.93,80.1878,76.22
2021-01-11,88.336,217.49,82.0311,76.56
2021-01-08,90.3605,219.62,80.1299,77.28
2021-01-07,89.3625,218.29,81.0853,76.65
2021-01-06,86.7645,212.25,79.5026,77.71
2021-01-05,87.046,217.9,78.2673,75.73
2021-01-04,86.412,217.69,78.1322,75.78
2020-12-31,87.594,222.42,78.9429,77.6
2020-12-30,86.976,221.68,77.7751,76.49
2020-12-29,87.936,224.15,78.5761,76.12
2020-12-28,88.8045,224.96,77.64,76.17
2020-12-24,86.9425,222.75,77.3409,75.85
2020-12-23,86.619,221.02,76.9741,75.38
2020-12-22,86.175,223.94,76.646,75.47
2020-12-21,86.9685,222.59,76.5205,75.51
2020-12-18,86.5505,218.59,76.7522,76.55
2020-12-17,87.395,219.42,77.032,77.21
2020-12-16,88.15,219.28,77.0417,76.58
2020-12-15,88.3885,214.13,77.669,77.54
2020-12-14,88.003,214.2,77.5146,76.05
2020-12-11,89.0885,213.26,80.0624,77
2020-12-10,88.7665,210.52,80.0913,76.92
2020-12-09,89.2065,211.8,80.5545,77.33
2020-12-08,90.9275,216.01,80.2747,77.36
2020-12-07,90.974,214.29,79.6281,77.63
2020-12-04,91.3995,214.36,79.078,77.1976
2020-12-03,91.3385,214.24,78.6051,78.01
2020-12-02,91.3975,215.37,78.9718,78.775
2020-12-01,89.905,216.21,78.7016,78.205
2020-11-30,88.037,214.07,77.5821,77.735
2020-11-27,89.6595,215.23,77.0706,78.841
2020-11-25,88.5715,213.87,77.2636,79.66
2020-11-24,88.444,213.86,77.3409,79.52
2020-11-23,86.743,210.11,77.476,78.5637
2020-11-20,87.1095,210.39,77.64,78.42
2020-11-19,88.196,212.42,77.5821,78.435
2020-11-18,87.339,211.08,77.447,79.225
2020-11-17,88.5075,214.46,78.6534,80.7
2020-11-16,89.069,217.23,77.3795,82.19
2020-11-13,88.851,216.51,78.2577,81.32
2020-11-12,87.492,215.44,77.0706,80.505
2020-11-11,87.6355,216.55,78.2287,81.77
2020-11-10,87.0195,211.01,78.277,81.495
2020-11-09,88.15,218.39,77.6883,80.14
2020-11-06,88.0875,223.72,77.5532,78.55
2020-11-05,88.1685,223.29,77.6497,78.8
2020-11-04,87.4565,216.39,77.8041,78
2020-11-03,82.5105,206.43,74.2333,79.305
2020-11-02,81.3015,202.33,74.0307,78.06
2020-10-30,81.0505,202.47,72.5831,76.409
2020-10-29,78.362,204.72,73.2393,77.1
2020-10-28,75.831,202.68,73.5192,76.85
2020-10-27,80.213,213.25,75.2659,79.25
2020-10-26,79.5225,210.08,76.0863,79.395
2020-10-23,82.05,216.23,77.0417,79.44
2020-10-22,80.7665,214.89,76.4433,79.305
2020-10-21,79.6655,214.8,75.3432,78.135
2020-10-20,77.7965,214.65,75.5362,78.37
2020-10-19,76.7305,214.22,75.9222,77.88
2020-10-16,78.6505,219.66,77.0417,78.445
2020-10-15,77.9565,219.66,76.2986,77.695
2020-10-14,78.404,220.86,77.6979,77.705
2020-10-13,78.584,222.86,77.8909,77.765
2020-10-12,78.4575,221.4,77.5532,78.355
2020-10-09,75.761,215.81,77.5532,77.86
2020-10-08,74.2965,210.58,77.669,77.96
2020-10-07,73.0145,209.83,77.2443,76.455
2020-10-06,72.672,205.91,76.8487,76.205
2020-10-05,74.301,210.38,78.4024,75.35
2020-10-02,72.921,206.19,77.9778,74.465
2020-10-01,74.5045,212.46,78.7885,73.6077
2020-09-30,73.48,210.33,80.0527,73.01
2020-09-29,73.4665,207.26,79.0394,72.325
2020-09-28,73.226,209.44,79.8693,72.39
2020-09-25,72.248,207.82,80.0334,72.165
2020-09-24,71.4145,203.19,80.2457,71.09
2020-09-23,70.7605,200.59,79.7439,70.295
2020-09-22,73.273,207.42,80.0431,71.995
2020-09-21,71.558,202.54,80.2264,71.565
2020-09-18,72.9995,200.39,82.8128,71.985
2020-09-17,74.7765,202.91,82.6487,73.32
2020-09-16,76.045,205.05,82.5812,73.915
2020-09-15,77.072,208.78,81.2687,73.9784
2020-09-14,75.964,205.41,81.2204,73.505
2020-09-11,76.036,204.03,81.5293,72.53
2020-09-10,76.601,205.37,80.6511,72.385
2020-09-09,77.848,211.29,81.9153,73.66
2020-09-08,76.6195,202.66,80.4194,72.8
2020-09-04,79.552,214.25,82.2627,73.34
2020-09-03,82.092,217.3,82.504,73.715
2020-09-02,86.414,231.65,83.8937,74.525
2020-09-01,83.0355,227.27,81.481,72.375
2020-08-31,81.709,225.53,82.2917,73.18
2020-08-28,82.2205,228.91,82.6584,73.015
2020-08-27,81.7165,226.58,82.8225,72.85
2020-08-26,82.619,221.15,82.5522,72.5034
2020-08-25,80.411,216.47,82.6874,73.495
2020-08-24,79.41,213.69,82.4364,74.16
2020-08-21,79.021,213.02,82.0118,73.42
2020-08-20,79.0875,214.58,82.0601,73.4351
2020-08-19,77.3765,209.7,82.0601,74.09
2020-08-18,77.93,211.49,81.6065,74.32
2020-08-17,75.899,210.28,81.7995,74.585
2020-08-14,75.3865,208.9,80.5642,74.76
2020-08-13,75.9225,208.7,80.6221,75.3
2020-08-12,75.331,209.19,79.7921,75.525
2020-08-11,74.016,203.38,78.084,74.515
2020-08-10,74.805,208.25,78.084,76.115
2020-08-07,74.7245,212.48,78.1901,76.14
2020-08-06,75.005,216.35,78.2191,74.66
2020-08-05,73.6805,212.94,78.7885,74.245
2020-08-04,73.2485,213.29,78.8174,75.125
2020-08-03,73.7225,216.54,79.657,74.335
2020-07-31,74.148,205.01,77.4374,75.165
2020-07-30,76.5725,203.9,76.231,75.095
2020-07-29,76.101,204.06,76.5784,75.13
2020-07-28,75.017,202.02,76.9066,74.745
2020-07-27,76.51,203.85,76.1731,73.595
2020-07-24,75.5935,201.3,74.407,74.63
2020-07-23,75.784,202.54,75.3335,75.13
2020-07-22,78.4245,211.75,76.0284,75.025
2020-07-21,77.921,208.75,76.1345,73.875
2020-07-20,78.286,211.6,76.6364,73.495
2020-07-17,75.7775,202.88,77.0803,74.55
2020-07-16,75.9,203.92,76.6267,72.91
2020-07-15,75.682,208.04,76.6653,72.11
2020-07-14,76.029,208.35,75.5169,72.285
2020-07-13,75.567,207.07,74.6483,71.685
2020-07-10,77.087,213.67,74.05,71.62
2020-07-09,75.5495,214.32,74.0114,70.19
2020-07-08,74.8,212.83,75.1984,71.2
2020-07-07,74.259,208.25,75.9705,70.61
2020-07-06,74.785,210.7,76.8004,70.965
2020-07-02,73.235,206.26,76.0284,71.78
2020-07-01,71.902,204.7,75.3914,71.655
2020-06-30,70.6805,203.51,74.629,70.1
2020-06-29,69.7485,198.44,73.4613,69.795
2020-06-26,67.995,196.33,72.5637,68.365
2020-06-25,72.0665,200.34,73.8955,69.16
2020-06-24,71.5985,197.84,73.22,69.905
2020-06-23,73.2205,201.91,74.4263,70.6
2020-06-22,72.593,200.57,74.0693,71.31
2020-06-19,71.586,195.15,75.1791,70.675
2020-06-18,71.798,196.32,73.5578,72.675
2020-06-17,72.556,194.24,73.6253,72.705
2020-06-16,72.136,193.57,74.2816,72.835
2020-06-15,70.9925,188.94,71.4346,72.595
2020-06-12,70.659,187.74,73.635,72.615
2020-06-11,70.192,186.27,74.6483,72.83
2020-06-10,73.2925,196.84,78.9139,75.905
2020-06-09,72.808,189.8,79.3868,76.415
2020-06-08,72.3305,188.36,80.0045,78.05
2020-06-05,71.9195,187.2,79.3868,75.99
2020-06-04,70.609,182.92,78.7016,75.015
2020-06-03,71.819,185.36,79.1938,76.335
2020-06-02,71.961,184.91,78.0164,75.395
2020-06-01,71.591,182.83,76.7811,74.89
2020-05-29,71.446,183.25,77.9006,74.075
2020-05-28,70.8365,181.4,76.2793,73.585
2020-05-27,70.892,181.81,74.8413,71.54
2020-05-26,70.851,181.57,74.5614,70.835
2020-05-22,70.521,183.51,73.7025,70.14
2020-05-21,70.14,183.43,73.8762,69.49
2020-05-20,70.336,185.66,74.2044,70.1
2020-05-19,68.6743,183.63,74.8413,69.735
2020-05-18,69.197,184.91,76.9355,70.87
2020-05-15,68.6595,183.16,76.9934,67.95
2020-05-14,67.8065,180.53,77.254,68.705
2020-05-13,67.4665,179.75,75.1694,68.14
2020-05-12,68.787,182.51,74.4939,68.815
2020-05-11,70.163,186.74,75.1887,69.51
2020-05-08,69.4185,184.68,73.7315,69.9
2020-05-07,68.628,183.6,72.9594,68.42
2020-05-06,67.365,182.54,74.4263,68.09
2020-05-05,67.5555,180.76,75.2853,70.5
2020-05-04,66.34,178.84,74.1754,69.95
2020-05-01,66.0305,174.57,74.9571,69.5
2020-04-30,67.433,179.21,76.5688,71.215
2020-04-29,67.074,177.43,77.9488,73.035
2020-04-28,61.6835,169.81,78.3445,73.545
2020-04-27,63.794,174.05,81.0467,73.2
2020-04-24,63.9655,174.55,78.5858,72.31
2020-04-23,63.8155,171.42,78.055,71.925
2020-04-22,63.1605,173.52,77.1864,73.045
2020-04-21,60.817,167.82,75.816,71.145
2020-04-20,63.3305,175.06,80.1975,72.23
2020-04-17,64.1625,178.6,80.5449,75.035
2020-04-16,63.1735,177.04,80.101,72.68
2020-04-15,63.1235,171.88,79.2034,72.72
2020-04-14,63.4615,173.7,79.9465,75.245
2020-04-13,60.878,165.51,77.7269,73.265
2020-04-09,60.5725,165.14,79.6088,75.8
2020-04-08,60.514,165.13,78.7692,72.23
2020-04-07,59.3255,163.49,75.816,68.735
2020-04-06,59.346,165.27,77.5049,69.355
2020-04-03,54.894,153.83,73.5867,64.505
2020-04-02,56.042,155.26,74.1851,66.735
2020-04-01,55.281,152.11,71.2223,64.895
2020-03-31,58.1405,157.71,74.2526,69.045
2020-03-30,57.341,160.23,74.2623,71.71
2020-03-27,55.5355,149.7,69.2246,69.27
2020-03-26,58.0875,156.11,70.9617,68.76
2020-03-25,55.1245,146.92,65.8372,63.615
2020-03-24,56.723,148.34,66.6382,62.23
2020-03-23,52.831,135.98,64.0808,56.5
2020-03-20,53.616,137.35,68.8675,59.575
2020-03-19,55.7645,142.71,68.2595,64.875
2020-03-18,54.84,140.4,69.1281,67.995
2020-03-17,55.99,146.57,71.8785,71.685
2020-03-16,54.2165,135.42,67.4778,63.94
2020-03-13,60.9865,158.83,74.0693,71.735
2020-03-12,55.7455,139.06,71.8496,67.685
2020-03-11,60.7705,153.63,76.4819,75.515
2020-03-10,64.0195,160.92,79.1552,79.545
2020-03-09,60.778,150.62,76.2021,78.57
2020-03-06,64.9205,161.57,79.3289,83.365
2020-03-05,65.952,166.27,78.7306,83.995
2020-03-04,69.326,170.55,80.072,85.4278
2020-03-03,67.0695,164.51,76.3661,80.895
2020-03-02,69.4555,172.79,78.5279,81.87
2020-02-28,66.9665,162.01,73.8859,77.13
2020-02-27,65.9045,158.18,75.3528,80.23
2020-02-26,69.659,170.17,77.1478,83.91
2020-02-25,69.4225,168.07,77.4663,84.785
2020-02-24,71.0795,170.89,78.4893,86.68
2020-02-21,74.2555,178.59,79.464,87.725
2020-02-20,75.9075,184.42,79.6088,87.86
2020-02-19,76.3345,187.28,79.1359,87.67
2020-02-18,75.9835,187.23,79.5798,88.53
2020-02-14,76.037,185.35,79.7632,87.82
2020-02-13,75.733,183.71,79.1069,87.22
2020-02-12,75.9135,184.71,80.3422,86.335
2020-02-11,75.4395,184.44,82.2724,86.31
2020-02-10,75.434,188.7,82.6681,85.985
2020-02-07,73.9615,183.89,82.1083,85.65
2020-02-06,73.8115,183.63,82.6874,85.895
2020-02-05,72.4115,179.9,82.8321,85.88
2020-02-04,72.3535,180.12,85.2737,85.505
2020-02-03,74.297,174.38,84.2894,86.34
2020-01-31,71.7115,170.23,82.4557,86.105
2020-01-30,72.792,172.78,83.4787,86.465
2020-01-29,72.9315,168.04,84.1929,85.685
2020-01-28,72.628,165.46,83.2374,85.45
2020-01-27,71.695,162.28,83.0927,85.2
2020-01-24,73.3355,165.04,82.9769,85.465
2020-01-23,74.3325,166.72,85.4668,85.255
2020-01-22,74.2975,165.7,86.5187,84.505
2020-01-21,74.22,166.5,86.8275,84.19
2020-01-17,74.0195,167.1,87.7926,83.57
2020-01-16,72.585,166.17,87.9952,83.02
2020-01-15,71.96,163.18,88.3427,82.51
2020-01-14,71.544,162.13,86.7889,81.38
2020-01-13,71.9615,163.28,86.3836,81.125
2020-01-10,71.4865,161.34,86.4029,80.64
2020-01-09,70.9915,162.09,86.2581,80.44
2020-01-08,70.216,160.09,85.5054,80.075
2020-01-07,69.667,157.58,86.0844,80.09
2020-01-06,69.7105,159.03,88.4392,80.195
2020-01-03,68.033,158.62,88.0628,80.08
2020-01-02,68.3685,160.62,88.8252,80.015
2019-12-31,66.851,157.7,87.7733,81.025
2019-12-30,66.807,157.59,87.8505,80.635
2019-12-27,67.5945,158.96,88.3041,80.655
2019-12-26,68.02,158.67,88.1497,80.435
2019-12-24,67.178,157.38,88.2462,80.36
2019-12-23,67.442,157.41,88.5357,80.265
2019-12-20,67.4795,157.41,88.3813,81.105
2019-12-19,67.802,155.71,86.8468,80.5
2019-12-18,67.631,154.37,86.4897,80.585
2019-12-17,67.756,154.69,85.9107,80.205
2019-12-16,68.0585,155.53,86.1713,79.96
2019-12-13,67.3915,154.53,86.0748,79.45
2019-12-12,67.5135,153.24,86.4415,78.85
2019-12-11,67.251,151.7,85.8721,79.18
2019-12-10,67.233,151.13,85.9879,78.89
2019-12-09,67.178,151.36,85.6212,78.855
2019-12-06,67.031,151.75,85.7466,79.265
2019-12-05,66.4065,149.93,85.6501,79.43
2019-12-04,66.027,149.85,85.5729,79.305
2019-12-03,64.764,149.31,84.328,78.775
2019-12-02,64.496,149.55,83.9998,78.455
2019-11-29,65.248,151.38,84.135,79.065
2019-11-27,65.6495,152.32,84.5499,79.2087
2019-11-26,65.6775,152.03,84.2894,79.08
2019-11-25,65.3345,151.23,82.7067,78.75
2019-11-22,64.767,149.59,82.4654,79.045
2019-11-21,65.0675,149.48,82.475,78.94
2019-11-20,65.1525,149.62,82.2917,79.295
2019-11-19,65.773,150.39,81.6933,78.775
2019-11-18,66.035,150.34,81.1915,78.96
2019-11-15,66.7435,149.97,81.9346,78.86
2019-11-14,65.573,148.06,81.5968,78.615
2019-11-13,64.9,147.31,81.8574,78.335
2019-11-12,64.94,147.07,81.1818,77.185
2019-11-11,64.9595,146.11,80.3712,77.055
2019-11-08,65.5685,145.96,80.6704,77.625
2019-11-07,65.443,144.26,79.9852,77.95
2019-11-06,64.59,144.06,80.3422,78.91
2019-11-05,64.6015,144.46,80.0238,78.775
2019-11-04,64.5685,144.55,80.9695,79.56
2019-11-01,63.687,143.72,81.9732,80.575
2019-10-31,63.0055,143.37,83.6331,80.7
2019-10-30,63.0645,144.61,83.2085,80.325
2019-10-29,63.131,142.83,82.1276,79.705
2019-10-28,64.5,144.19,79.3289,79.575
2019-10-25,63.2565,140.73,79.3868,80.655
2019-10-24,63.0495,139.94,79.6956,81.46
2019-10-23,62.9565,137.24,79.9755,81.235
2019-10-22,62.14,136.37,78.4603,80.94
2019-10-21,62.3075,138.43,81.5679,80.6
2019-10-18,62.2745,137.41,81.7223,80.315
2019-10-17,62.6535,139.69,80.873,80.01
2019-10-16,62.182,140.41,81.5003,79.845
2019-10-15,62.1505,141.575,82.0697,79.66
2019-10-14,60.857,139.55,81.7319,79.955
2019-10-11,60.7725,139.68,81.3942,80.435
2019-10-10,60.4335,139.1,80.8344,80.64
2019-10-09,60.1155,138.24,81.2397,80.705
2019-10-08,59.4565,135.67,80.3808,80.37
2019-10-07,60.384,137.12,81.4424,81.12
2019-10-04,60.45,138.12,82.0311,81.505
2019-10-03,59.3915,136.28,79.85,80.285
2019-10-02,58.8315,134.65,78.7692,80.09
2019-10-01,60.255,137.07,80.6897,81.185
2019-09-30,60.95,139.03,81.2397,81.425
2019-09-27,61.2545,137.73,80.0141,81.415
2019-09-26,62.0695,139.54,80.9502,81.66
2019-09-25,62.326,139.36,80.1975,81.305
2019-09-24,60.938,137.38,80.68,81.33
2019-09-23,61.7015,139.14,81.4135,81.015
2019-09-20,61.4965,139.44,82.1855,80.875
2019-09-19,61.9355,141.07,81.0371,80.71
2019-09-18,61.6205,138.52,80.1203,80.38
2019-09-17,61.4575,137.39,79.6281,80.015
2019-09-16,61.565,136.33,79.1648,79.305
2019-09-13,61.978,137.32,79.7246,79.3
2019-09-12,61.7125,137.52,80.4001,79.71
2019-09-11,61.0085,136.12,80.0238,79.515
2019-09-10,60.3,136.08,78.8367,78.7
2019-09-09,60.2205,137.52,80.5545,78.685
2019-09-06,60.2465,139.1,83.5463,79.07
2019-09-05,60.569,140.05,83.0927,79.385
2019-09-04,59.0705,137.63,83.0444,80.19
2019-09-03,58.4195,136.04,83.6235,80.145
2019-08-30,59.405,137.86,83.4498,78.81
2019-08-29,59.6425,138.12,83.691,78.75
2019-08-28,58.551,135.56,83.4594,78.195
2019-08-27,58.392,135.74,82.5329,78.27
2019-08-26,58.4445,135.45,82.8804,78.285
2019-08-23,57.5645,133.39,81.9732,77.305
2019-08-22,59.4765,137.78,83.691,78.235
2019-08-21,59.5625,138.79,83.8744,78.12
2019-08-20,59.1345,137.26,82.6584,77.65
