"Date","GOOG","MSFT","MRK","IDU"
2019-08-19,59.9225,138.41,83.1795,77.765
2019-08-16,58.88,136.13,82.089,77.335
2019-08-15,58.363,133.68,80.5449,76.84
2019-08-14,58.2145,133.98,80.487,75.905
2019-08-13,59.8635,138.6,83.0734,76.525
2019-08-12,58.7355,135.79,82.0504,76.485
2019-08-09,59.4005,137.71,82.5329,76.645
2019-08-08,60.24,138.89,81.7705,76.665
2019-08-07,58.6995,135.28,81.3073,75.79
2019-08-06,58.4975,134.69,81.4038,75.59
2019-08-05,57.616,132.21,80.2168,74.74
2019-08-02,59.6995,136.9,81.5196,75.89
2019-08-01,60.4505,138.06,80.7669,75.87
2019-07-31,60.834,136.27,80.0913,75.22
2019-07-30,61.257,140.35,80.3615,75.53
2019-07-29,61.9705,141.03,79.6088,76.02
2019-07-26,62.5205,141.34,78.5858,75.73
2019-07-25,56.606,140.19,78.8946,75.355
2019-07-24,56.8905,140.72,78.8946,75.57
2019-07-23,57.3105,139.29,79.1648,75.565
2019-07-22,56.9035,138.43,78.3735,75.98
2019-07-19,56.505,136.62,78.5472,76.13
2019-07-18,57.3165,136.42,79.8018,77.25
2019-07-17,57.3175,136.27,79.0587,76.685
2019-07-16,57.679,137.08,78.7402,76.33
2019-07-15,57.517,138.9,78.1322,76.76
2019-07-12,57.245,138.9,76.9452,76.56
2019-07-11,57.2105,138.4,78.1708,76.985
2019-07-10,57.024,137.85,81.8574,77.01
2019-07-09,56.2415,136.46,81.896,76.79
2019-07-08,55.8175,136.96,81.1046,76.745
2019-07-05,56.5795,137.06,82.6101,76.655
2019-07-03,56.079,137.46,83.8647,76.705
2019-07-02,55.5625,136.58,82.5233,76.15
2019-07-01,54.8975,135.68,81.7898,75.255
2019-06-28,54.0455,133.96,80.9213,75.395
2019-06-27,53.8005,134.15,80.902,75.045
2019-06-26,53.99,133.93,80.6221,74.97
2019-06-25,54.3175,133.43,82.2627,76.635
2019-06-24,55.776,137.78,82.5233,77.085
2019-06-21,56.094,136.97,81.6161,77.085
2019-06-20,55.571,136.95,81.6451,76.74
2019-06-19,55.1165,135.69,82.3785,76.37
2019-06-18,55.18,135.16,81.5389,75.74
2019-06-17,54.625,132.85,80.3905,75.94
2019-06-14,54.2675,132.45,79.8886,76.75
2019-06-13,54.4385,132.32,80.0045,76.04
2019-06-12,53.8515,131.49,80.7862,75.89
2019-06-11,53.936,132.1,80.0817,74.925
2019-06-10,54.019,132.6,79.5991,75.385
2019-06-07,53.302,131.4,79.5798,75.88
2019-06-06,52.217,127.82,78.5954,76.45
2019-06-05,52.111,125.83,78.8367,76.03
2019-06-04,52.6525,123.16,78.248,74.43
2019-06-03,51.8115,119.84,77.4567,74.41
2019-05-31,55.1815,123.68,76.4433,73.585
2019-05-30,55.8975,125.73,76.8969,73.2
2019-05-29,55.823,124.94,76.5881,73.31
2019-05-28,56.7075,126.16,77.4567,74.375
2019-05-24,56.6735,126.24,78.3349,75.565
2019-05-23,57.0385,126.18,78.1901,75.67
2019-05-22,57.571,127.67,78.1515,75.105
2019-05-21,57.4815,126.9,76.7232,74.585
2019-05-20,56.9425,126.22,76.1249,74.505
2019-05-17,58.115,128.07,75.9705,74.405
2019-05-16,58.949,128.93,76.3661,74.02
2019-05-15,58.2105,126.02,74.8413,73.575
2019-05-14,56.022,124.73,74.7159,73.665
2019-05-13,56.6015,123.35,74.4746,74.2
2019-05-10,58.2135,127.13,75.459,73.405
2019-05-09,58.119,125.5,75.5941,72.155
2019-05-08,58.3135,125.51,75.4493,72.18
2019-05-07,58.705,125.52,75.1791,73.245
2019-05-06,59.4695,128.15,76.7039,73.46
2019-05-03,59.27,128.9,77.2057,73.89
2019-05-02,58.1305,126.21,76.7425,73.435
2019-05-01,58.404,127.88,75.9705,73.56
2019-04-30,59.424,130.6,75.9608,74.315
2019-04-29,64.379,129.77,74.0982,73.165
2019-04-26,63.609,129.89,73.9535,73.56
2019-04-25,63.1725,129.15,73.6736,73.405
2019-04-24,62.8,125.01,72.1198,73.185
2019-04-23,63.2275,125.44,71.9944,72.71
2019-04-22,62.442,123.76,70.8942,72.42
2019-04-18,61.8185,123.37,70.6336,72.515
2019-04-17,61.817,121.77,71.3381,72.44
2019-04-16,61.3565,120.77,74.851,72.68
2019-04-15,61.055,121.05,75.7871,73.645
2019-04-12,60.8935,120.95,76.6557,73.68
2019-04-11,60.231,120.33,77.0513,73.335
2019-04-10,60.108,120.19,77.9971,72.92
2019-04-09,59.8625,119.28,77.9778,73.165
2019-04-08,60.192,119.93,78.1226,72.995
2019-04-05,60.3575,119.89,78.3156,73.52
2019-04-04,60.75,119.36,78.9911,72.85
2019-04-03,60.296,119.97,80.2747,73.095
2019-04-02,60.0245,119.19,80.3036,73.155
2019-04-01,59.7215,119.02,80.3905,73.21
2019-03-29,58.6655,117.94,80.265,73.655
2019-03-28,58.4245,116.93,79.7439,73.295
2019-03-27,58.651,116.77,79.4158,74.1
2019-03-26,59.231,117.91,80.0238,74.605
2019-03-25,59.65,117.66,79.4737,74.1
2019-03-22,60.275,117.05,79.4158,74.025
2019-03-21,61.577,120.22,80.0527,73.51
2019-03-20,61.1985,117.52,79.2131,72.755
2019-03-19,59.9425,117.65,79.049,73.11
2019-03-18,59.213,117.57,78.5086,73.945
2019-03-15,59.223,115.91,78.7209,74.225
2019-03-14,59.2775,114.59,78.6437,73.91
2019-03-13,59.666,114.5,78.7499,74.005
2019-03-12,59.66,113.62,78.3928,73.895
2019-03-11,58.788,112.83,78.0454,73.415
2019-03-08,57.116,110.51,77.0127,72.89
2019-03-07,57.165,110.39,77.64,72.605
2019-03-06,57.893,111.75,77.9392,72.39
2019-03-05,58.1015,111.7,78.8464,72.41
2019-03-04,57.39,112.26,78.5279,72.535
2019-03-01,57.0495,112.53,78.7981,72.415
2019-02-28,55.996,112.03,78.4507,72.215
2019-02-27,55.8025,112.17,77.8041,71.905
2019-02-26,55.7565,112.36,77.9199,71.73
2019-02-25,55.47,111.59,77.5725,71.885
2019-02-22,55.5185,110.97,77.9488,72.35
2019-02-21,54.8485,109.41,77.0417,71.88
2019-02-20,55.69,107.15,76.6557,71.38
2019-02-19,55.928,108.17,76.4723,71.035
2019-02-15,55.6825,108.22,77.0224,70.635
2019-02-14,56.0835,106.9,76.1828,70.375
2019-02-13,56.008,106.81,76.26,70.51
2019-02-12,56.0685,106.89,75.7774,70.64
2019-02-11,54.7505,105.25,74.0307,70.53
2019-02-08,54.753,105.67,74.8124,70.625
2019-02-07,54.9355,105.27,74.1368,70.255
2019-02-06,55.7615,106.03,74.6869,69.315
2019-02-05,57.2995,107.22,74.4553,69.47
2019-02-04,56.64,105.74,74.1851,69.375
2019-02-01,55.5375,102.78,73.7797,69.275
2019-01-31,55.8185,104.43,71.8303,69.51
2019-01-30,54.453,106.38,70.8073,68.11
2019-01-29,53.031,102.94,70.6722,67.625
2019-01-28,53.504,105.08,70.373,67.445
2019-01-25,54.5495,107.17,70.402,67.79
2019-01-24,53.695,106.2,70.6143,68.66
2019-01-23,53.7785,106.71,72.805,68.31
2019-01-22,53.526,105.68,73.1814,67.665
2019-01-18,54.913,107.71,73.22,67.555
2019-01-17,54.495,106.12,72.9594,67.4239
2019-01-16,54.0485,105.38,72.004,67.145
2019-01-15,53.8575,105.01,71.8978,66.89
2019-01-14,52.2345,102.05,70.8073,66.055
2019-01-11,52.8595,102.8,72.2839,67.495
2019-01-10,53.5165,103.6,71.8785,67.76
2019-01-09,53.733,104.27,72.7761,66.795
2019-01-08,53.814,102.8,73.3358,67.29
2019-01-07,53.4195,102.06,72.7954,66.45
2019-01-04,53.5355,101.93,73.606,66.885
2019-01-03,50.803,97.4,71.4539,65.93
2019-01-02,52.2925,101.12,72.9498,65.82
2018-12-31,51.7805,101.57,73.7411,67.11
2018-12-28,51.854,100.39,72.7375,66.89
2018-12-27,52.194,101.18,72.7471,66.795
2018-12-26,51.973,100.56,71.4153,66.2417
2018-12-24,48.811,94.13,68.6649,65.33
2018-12-21,48.977,98.23,70.3537,68.205
2018-12-20,50.4705,101.51,70.9231,68.705
2018-12-19,51.1505,103.69,71.1933,68.6
2018-12-18,51.4355,103.97,71.7338,68.675
2018-12-17,50.8265,102.89,72.6024,69.205
2018-12-14,52.105,106.03,73.8087,71.87
2018-12-13,53.095,109.45,76.2503,72.1
2018-12-12,53.184,109.08,75.2853,71.505
2018-12-11,52.5875,108.59,74.4167,71.85
2018-12-10,51.9775,107.59,74.7159,71.63
2018-12-07,51.829,104.82,74.0403,71.465
2018-12-06,53.4365,109.19,75.6327,71.15
2018-12-04,52.541,108.52,75.4783,71.105
2018-12-03,55.3215,112.09,76.453,71.025
2018-11-30,54.7215,110.89,76.5688,70.355
2018-11-29,54.415,110.19,75.1887,69.375
2018-11-28,54.3115,111.12,74.5325,69.485
2018-11-27,52.2205,107.14,73.6736,69.55
2018-11-26,52.431,106.47,72.805,69.08
2018-11-23,51.194,103.07,72.0619,68.655
2018-11-21,51.8805,103.11,72.1777,68.615
2018-11-20,51.288,101.71,72.1681,69.5
2018-11-19,51,104.62,73.6832,70.025
2018-11-16,53.0745,108.29,73.4034,69.57
2018-11-15,53.2355,107.28,72.226,68.72
2018-11-14,52.183,104.97,71.5022,69.07
2018-11-13,51.8025,106.94,72.004,69.785
2018-11-12,51.9315,106.87,72.0812,69.565
2018-11-09,53.3075,109.57,72.2453,69.52
2018-11-08,54.12,111.75,72.8436,69.405
2018-11-07,54.6695,111.96,72.4576,69.51
2018-11-06,52.7905,107.72,70.7494,68.77
2018-11-05,52.0045,107.51,70.5661,68.235
2018-11-02,52.8895,106.16,69.7457,67.36
2018-11-01,53.5,105.92,70.5661,67.69
2018-10-31,53.8385,106.81,71.0389,67.88
2018-10-30,51.8105,103.73,70.3248,68.615
2018-10-29,51.004,103.85,68.9544,68.395
2018-10-26,53.5735,106.96,67.9411,67.595
2018-10-25,54.7785,108.3,67.5164,68.775
2018-10-24,52.5355,102.32,68.0762,69.75
2018-10-23,55.1845,108.1,69.5817,68.34
2018-10-22,55.058,109.63,70.0353,68.725
2018-10-19,54.823,108.66,69.8229,69.225
2018-10-18,54.3985,108.5,69.6878,68.175
2018-10-17,55.7845,110.71,69.3115,68.125
2018-10-16,56.064,111,68.7324,68.205
2018-10-15,54.6125,107.6,67.0339,67.415
2018-10-12,55.504,109.57,67.3717,67.215
2018-10-11,53.966,105.91,65.982,67.26
2018-10-10,54.061,106.16,67.9893,68.65
2018-10-09,56.941,112.26,69.8133,68.985
2018-10-08,57.4485,110.85,68.964,68.71
2018-10-05,57.8675,112.13,68.549,68.165
2018-10-04,58.4095,112.79,68.7324,67.205
2018-10-03,60.1475,115.17,68.8772,66.875
2018-10-02,60.0055,115.15,69.2439,67.595
2018-10-01,59.7655,115.61,69.0316,66.775
2018-09-28,59.6735,114.37,68.4622,67.035
2018-09-27,59.732,114.41,68.2499,66.06
2018-09-26,59.0245,113.98,67.8735,65.425
2018-09-25,59.2325,114.45,68.1823,66.57
2018-09-24,58.6685,114.67,68.3078,67.405
2018-09-21,58.3045,114.26,68.6166,67.91
2018-09-20,59.3435,113.57,68.3078,67.695
2018-09-19,58.5545,111.7,67.5357,67.54
2018-09-18,58.061,113.21,67.9604,69.01
2018-09-17,57.8025,112.14,67.9604,69.105
2018-09-14,58.6265,113.37,67.5357,68.9
2018-09-13,58.7665,112.91,68.356,69.205
2018-09-12,58.141,111.71,67.4199,68.675
2018-09-11,58.868,111.24,66.6672,68.75
2018-09-10,58.232,109.38,67.1304,68.865
2018-09-07,58.2415,108.21,67.2366,68.575
2018-09-06,58.572,108.74,66.9567,69.3
2018-09-05,59.324,108.49,66.2232,69.005
2018-09-04,59.85,111.71,65.5766,68.17
2018-08-31,60.9095,112.33,66.1943,67.845
2018-08-30,61.956,111.95,66.146,68.1
2018-08-29,62.465,112.02,66.4066,68.02
2018-08-28,61.5575,110.26,66.2329,67.585
2018-08-27,62.091,109.6,66.5803,67.71
2018-08-24,61.0325,108.4,66.6286,68.18
2018-08-23,60.269,107.56,66.561,67.88
2018-08-22,60.3665,107.06,66.6286,67.96
2018-08-21,60.081,105.98,66.754,68.43
2018-08-20,60.3885,106.87,67.7191,68.92
2018-08-17,60.048,107.58,66.6479,69.11
2018-08-16,60.3245,107.64,66.4452,68.835
2018-08-15,60.719,107.66,65.0169,68.07
2018-08-14,62.105,109.56,64.1387,67.54
2018-08-13,61.7505,108.21,64.3896,67.32
2018-08-10,61.8805,109,63.7623,67.285
2018-08-09,62.455,109.67,63.6947,67.535
2018-08-08,62.2805,109.49,64.3606,67.245
2018-08-07,62.111,108.88,64.2545,67.575
2018-08-06,61.2385,108.13,63.9071,67.645
2018-08-03,61.1855,108.04,63.6272,67.515
2018-08-02,61.3075,107.57,62.942,66.85
2018-08-01,61.0005,106.28,63.2026,66.515
2018-07-31,60.863,106.08,63.5693,67.08
2018-07-30,60.987,105.37,62.5463,66.375
2018-07-27,61.925,107.68,61.2724,66.755
2018-07-26,63.4165,109.62,61.7742,67.035
2018-07-25,63.185,110.83,62.2375,66.3
2018-07-24,62.404,107.66,61.2049,66.23
2018-07-23,60.275,107.97,60.5004,66.02
2018-07-20,59.2455,106.27,60.3363,66.415
2018-07-19,59.348,104.4,60.3266,66.885
2018-07-18,59.794,105.12,60.7416,66.255
2018-07-17,59.94,105.95,60.3459,66.555
2018-07-16,59.193,104.91,60.4038,66.62
2018-07-13,59.441,105.43,60.6934,66.71
2018-07-12,59.174,104.19,60.4714,66.69
2018-07-11,57.695,101.98,59.7379,66.71
2018-07-10,57.642,102.12,60.124,66.125
2018-07-09,57.7025,101.85,59.8538,65.5
2018-07-06,57.0085,101.16,60.0275,67.605
2018-07-05,56.2135,99.76,59.487,67.04
2018-07-03,55.1445,99.05,58.5895,66.655
2018-07-02,56.373,100.01,58.3482,66.485
2018-06-29,55.7825,98.61,58.5799,65.9699
2018-06-28,55.711,98.63,58.1938,65.9
2018-06-27,55.199,97.54,57.7885,65.96
2018-06-26,55.923,99.08,58.5992,65.57
2018-06-25,56.2405,98.39,58.9466,66.065
2018-06-22,57.774,100.41,59.323,65.06
2018-06-21,57.883,101.14,59.0431,64.7
2018-06-20,58.492,101.87,59.1396,64.44
2018-06-19,58.403,100.86,58.8983,64.42
2018-06-18,58.673,100.86,58.8597,63.775
2018-06-15,57.613,100.13,59.8634,63.515
2018-06-14,57.606,101.42,59.4098,63.045
2018-06-13,56.7395,100.85,60.4038,62.32
2018-06-12,56.966,101.31,60.2591,62.49
2018-06-11,56.4995,101.05,60.1529,61.73
2018-06-08,56.0435,101.63,60.3942,62
2018-06-07,56.193,100.88,59.8248,62.035
2018-06-06,56.844,102.49,59.7669,61.715
2018-06-05,56.983,102.19,59.2458,63.01
2018-06-04,56.9645,101.67,59.8538,63.45
2018-06-01,55.975,100.79,58.4447,63.88
2018-05-31,54.2495,98.84,57.4507,64.84
2018-05-30,53.39,98.95,57.6341,64.835
2018-05-29,53.016,98.01,56.3602,64.29
2018-05-25,53.783,98.36,57.0261,64.205
2018-05-24,53.962,98.31,57.0647,63.94
2018-05-23,53.9845,98.66,57.1033,63.475
2018-05-22,53.4865,97.5,56.4084,62.86
2018-05-21,53.979,97.6,56.5243,62.605
2018-05-18,53.318,96.36,57.0743,62.27
2018-05-17,53.9295,96.18,57.0068,62.27
2018-05-16,54.0885,97.15,57.663,62.79
2018-05-15,53.9615,97.32,57.1323,63.275
2018-05-14,55.01,98.03,57.5955,63.765
2018-05-11,54.913,97.7,57.6051,64.02
2018-05-10,54.8785,97.91,56.0321,63.875
2018-05-09,54.138,96.94,55.9259,63.055
2018-05-08,52.6955,95.81,54.7775,63.465
2018-05-07,52.7395,96.22,55.3758,64.98
2018-05-04,52.4105,95.16,55.7329,65.355
2018-05-03,51.186,94.07,55.5206,64.985
2018-05-02,51.219,93.51,55.2986,64.98
2018-05-01,51.8655,95,55.9549,65.025
2018-04-30,50.8665,93.52,56.8138,65.21
2018-04-27,51.5025,95.82,57.3928,65.4
2018-04-26,52.002,94.26,57.3349,64.76
2018-04-25,51.059,92.31,57.5472,64.08
2018-04-24,50.999,93.12,57.9912,64.065
2018-04-23,53.3725,95.35,58.1456,63.65
2018-04-20,53.648,95,56.7752,63.5
2018-04-19,54.385,96.11,56.5918,63.995
2018-04-18,53.604,96.44,56.862,64.05
2018-04-17,53.708,96.07,57.1998,64.325
2018-04-16,51.899,94.17,56.6015,63.7
2018-04-13,51.4635,93.08,55.1732,62.875
2018-04-12,51.6255,93.58,54.7582,62.385
2018-04-11,50.9985,91.86,54.237,63.175
2018-04-10,51.582,92.88,54.5169,63.245
2018-04-09,50.7725,90.77,54.1984,63.66
2018-04-06,50.352,90.23,51.4962,63.545
2018-04-05,51.3905,92.38,52.6254,64.06
2018-04-04,51.257,92.33,52.635,63.53
2018-04-03,50.6705,89.71,52.2007,63.415
2018-04-02,50.3235,88.52,51.4094,63.12
2018-03-29,51.5895,91.27,52.5675,63.725
2018-03-28,50.228,89.39,53.1658,63.385
2018-03-27,50.255,89.47,51.8726,63.3
2018-03-26,52.6605,93.78,52.1525,62.425
2018-03-23,51.0785,87.18,51.5445,61.78
2018-03-22,52.454,89.79,52.2297,62.62
2018-03-21,54.544,92.48,52.7798,62.87
2018-03-20,54.8855,93.13,52.7315,63.1
2018-03-19,54.991,92.89,52.7219,63.42
2018-03-16,56.7865,94.6,53.7255,63.805
2018-03-15,57.479,94.18,53.3202,63.17
2018-03-14,57.4745,93.85,52.8859,63.24
2018-03-13,56.9085,94.41,53.436,62.65
2018-03-12,58.225,96.77,53.4264,62.52
2018-03-09,58.002,96.54,53.2141,62.225
2018-03-08,56.3,94.43,52.8473,62.01
2018-03-07,55.482,93.86,52.5675,61.6
2018-03-06,54.753,93.32,52.4034,61.975
2018-03-05,54.5465,93.64,52.4999,62.755
2018-03-02,53.946,93.05,52.4613,61.555
2018-03-01,53.476,92.85,51.8244,61.77
2018-02-28,55.2365,93.77,52.3262,61.73
2018-02-27,55.9145,94.2,52.8087,62.13
2018-02-26,57.1875,95.42,54.1019,63.15
2018-02-23,56.3395,94.06,52.9535,63.39
2018-02-22,55.3315,91.73,52.664,61.785
2018-02-21,55.567,91.49,52.6447,61.51
2018-02-20,55.123,92.72,53.0596,62.29
2018-02-16,54.74,92,54.3239,63.09
2018-02-15,54.476,92.66,54.0344,62.535
2018-02-14,53.485,90.81,52.9824,61.245
2018-02-13,52.605,89.83,52.9824,61.865
2018-02-12,52.597,89.13,53.4939,61.67
2018-02-09,51.889,88.18,52.9535,61.265
2018-02-08,50.076,85.01,52.8184,59.97
2018-02-07,52.429,89.61,53.9282,60.67
2018-02-06,54.03,91.33,53.5229,60.895
2018-02-05,52.79,88,54.43,61.735
2018-02-02,55.595,91.78,56.5146,62.795
2018-02-01,58.385,94.26,57.7692,63.3
2018-01-31,58.497,95.01,57.1805,64.325
2018-01-30,58.1845,92.74,58.5316,63.68
2018-01-29,58.779,93.92,59.4774,63.6
2018-01-26,58.792,94.06,59.8731,64.41
2018-01-25,58.5185,92.33,59.1589,64.405
2018-01-24,58.212,91.82,59.0431,63.47
2018-01-23,58.4985,91.9,59.5449,63.77
2018-01-22,57.7905,91.61,59.1106,63.205
2018-01-19,56.8755,90,59.1396,63.14
2018-01-18,56.4895,90.1,58.9948,63.27
2018-01-17,56.599,90.14,59.8634,63.705
2018-01-16,56.088,88.35,59.902,63.27
2018-01-12,56.113,89.6,56.6111,63.415
2018-01-11,55.276,88.08,55.5881,63.755
2018-01-10,55.1305,87.82,55.2986,63.955
2018-01-09,55.313,88.22,54.8161,64.765
2018-01-08,55.347,88.28,54.681,65.36
2018-01-05,55.1115,88.19,54.9994,64.835
2018-01-04,54.32,87.11,55.0573,64.835
2018-01-03,54.124,86.35,54.1791,65.395
2018-01-02,53.25,85.95,54.2563,65.92
2017-12-29,52.32,85.54,54.3046,66.435
2017-12-28,52.407,85.72,54.6231,66.405
2017-12-27,52.4685,85.71,54.3721,66.055
2017-12-26,52.837,85.4,54.3721,65.78
2017-12-22,53.006,85.51,54.3914,66.175
2017-12-21,53.1815,85.5,54.6231,66.07
2017-12-20,53.2475,85.52,54.1502,66.835
2017-12-19,53.534,85.83,54.266,67.315
2017-12-18,53.857,86.38,54.2563,68.76
2017-12-15,53.2095,86.85,54.2756,69.54
2017-12-14,52.4575,84.69,54.0537,69.23
2017-12-13,52.0305,85.35,54.9222,69.385
2017-12-12,52.024,85.58,55.0766,69.22
2017-12-11,52.055,85.23,54.3721,70.465
2017-12-08,51.8525,84.16,53.629,70.08
2017-12-07,51.5465,82.49,52.857,69.88
2017-12-06,50.919,82.78,52.4517,69.745
2017-12-05,50.2575,81.59,53.8221,69.48
2017-12-04,49.934,81.08,54.2563,70.38
2017-12-01,50.5085,84.26,53.9186,70.71
2017-11-30,51.0705,84.17,53.3395,71.01
2017-11-29,51.083,83.34,53.4264,70.65
2017-11-28,52.3705,84.88,53.0114,70.605
2017-11-27,52.7105,83.87,52.6447,70.315
2017-11-24,52.0305,83.26,52.4517,69.975
2017-11-22,51.798,83.11,52.471,69.87
2017-11-21,51.7245,83.72,52.3744,69.84
2017-11-20,50.919,82.53,52.2104,69.72
2017-11-17,50.9545,82.4,53.272,69.935
2017-11-16,51.625,83.2,53.243,70.36
2017-11-15,51.0455,82.98,52.8859,70.47
2017-11-14,51.3,84.05,53.0693,71.11
2017-11-13,51.2875,83.93,53.1755,70.235
2017-11-10,51.4035,83.87,53.5422,69.46
2017-11-09,51.563,84.09,54.2467,69.75
2017-11-08,51.9925,84.56,54.6038,69.675
2017-11-07,51.6665,84.27,53.6483,69.655
2017-11-06,51.295,84.47,53.9282,68.88
2017-11-03,51.624,84.14,54.1019,69.12
2017-11-02,51.279,84.05,53.436,68.96
2017-11-01,51.275,83.18,53.4071,68.645
2017-10-31,50.832,83.18,53.1658,69.105
